layer,kwargs,model,width,depth,lr,bs,max_epochs,wdecay,init_scale,dropout,measurement_id,dataset,lr_decay,early_stop,max_bs,nr_runs,done,nr_parameters,best_train,best_test,epoch_of_best_train,epoch_of_best_test
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.002,256,100,0.01,1.0,0.1,1,tiny_imagenet,true,false,1000,1,true,1323272,0.39844000339508057,0.3572999835014343,91,91
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.002,256,100,0.03,1.0,0.1,2,tiny_imagenet,true,false,1000,1,true,1323272,0.38255998492240906,0.34919998049736023,101,92
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.001,256,100,0.01,1.0,0.1,3,tiny_imagenet,true,false,1000,1,true,1323272,0.40039998292922974,0.36059999465942383,101,93
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.001,256,100,0.03,1.0,0.1,4,tiny_imagenet,true,false,1000,1,true,1323272,0.3824499845504761,0.3472999930381775,101,86
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.0005,256,100,0.01,1.0,0.1,5,tiny_imagenet,true,false,1000,1,true,1323272,0.35670000314712524,0.3215000033378601,101,91
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.0005,256,100,0.03,1.0,0.1,6,tiny_imagenet,true,false,1000,1,true,1323272,0.342769980430603,0.31139999628067017,101,95
blast,"(patch_size = 8, nr_heads = 12, block_size = 24, rank = 48)",vit2,192,9,0.002,256,100,0.01,1.0,0.1,7,tiny_imagenet,true,false,1000,1,true,1294472,0.39552000164985657,0.35510000586509705,91,96
blast,"(patch_size = 8, nr_heads = 12, block_size = 24, rank = 48)",vit2,192,9,0.002,256,100,0.03,1.0,0.1,8,tiny_imagenet,true,false,1000,1,true,1294472,0.3931500017642975,0.35659998655319214,101,91
blast,"(patch_size = 8, nr_heads = 12, block_size = 24, rank = 48)",vit2,192,9,0.001,256,100,0.01,1.0,0.1,9,tiny_imagenet,true,false,1000,1,true,1294472,0.3891499936580658,0.344899982213974,101,90
blast,"(patch_size = 8, nr_heads = 12, block_size = 24, rank = 48)",vit2,192,9,0.001,256,100,0.03,1.0,0.1,10,tiny_imagenet,true,false,1000,1,true,1294472,0.37470999360084534,0.33869999647140503,101,101
blast,"(patch_size = 8, nr_heads = 12, block_size = 24, rank = 48)",vit2,192,9,0.0005,256,100,0.01,1.0,0.1,11,tiny_imagenet,true,false,1000,1,true,1294472,0.3375200033187866,0.30949997901916504,101,95
blast,"(patch_size = 8, nr_heads = 12, block_size = 24, rank = 48)",vit2,192,9,0.0005,256,100,0.03,1.0,0.1,12,tiny_imagenet,true,false,1000,1,true,1294472,0.3349199891090393,0.30629998445510864,91,91
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.002,256,3,0.01,1.0,0.1,13,tiny_imagenet,true,false,1000,1,true,1323272,-1.0,0.06390000134706497,1,4
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.002,256,3,0.03,1.0,0.1,14,tiny_imagenet,true,false,1000,1,true,1323272,-1.0,0.06359999626874924,1,4
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.001,256,3,0.01,1.0,0.1,15,tiny_imagenet,true,false,1000,1,true,1323272,-1.0,0.05159999802708626,1,4
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.001,256,3,0.03,1.0,0.1,16,tiny_imagenet,true,false,1000,1,true,1323272,-1.0,0.04609999805688858,1,4
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.0005,256,3,0.01,1.0,0.1,17,tiny_imagenet,true,false,1000,1,true,1323272,-1.0,0.0284000001847744,1,4
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.0005,256,3,0.03,1.0,0.1,18,tiny_imagenet,true,false,1000,1,true,1323272,-1.0,0.03819999843835831,1,4
blast,"(patch_size = 8, nr_heads = 12, block_size = 24, rank = 48)",vit2,192,9,0.002,256,3,0.01,1.0,0.1,19,tiny_imagenet,true,false,1000,1,true,1294472,-1.0,0.06700000166893005,1,4
blast,"(patch_size = 8, nr_heads = 12, block_size = 24, rank = 48)",vit2,192,9,0.002,256,3,0.03,1.0,0.1,20,tiny_imagenet,true,false,1000,1,true,1294472,-1.0,0.05889999866485596,1,4
blast,"(patch_size = 8, nr_heads = 12, block_size = 24, rank = 48)",vit2,192,9,0.001,256,3,0.01,1.0,0.1,21,tiny_imagenet,true,false,1000,1,true,1294472,-1.0,0.04569999873638153,1,4
blast,"(patch_size = 8, nr_heads = 12, block_size = 24, rank = 48)",vit2,192,9,0.001,256,3,0.03,1.0,0.1,22,tiny_imagenet,true,false,1000,1,true,1294472,-1.0,0.050599999725818634,1,4
blast,"(patch_size = 8, nr_heads = 12, block_size = 24, rank = 48)",vit2,192,9,0.0005,256,3,0.01,1.0,0.1,23,tiny_imagenet,true,false,1000,1,true,1294472,-1.0,0.0364999994635582,1,4
blast,"(patch_size = 8, nr_heads = 12, block_size = 24, rank = 48)",vit2,192,9,0.0005,256,3,0.03,1.0,0.1,24,tiny_imagenet,true,false,1000,1,true,1294472,-1.0,0.026899999007582664,1,4
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.001,256,1600,0.01,1.0,0.1,25,tiny_imagenet,true,false,1000,1,true,1323272,0.7030499577522278,0.5424999594688416,1571,1434
blast,"(patch_size = 8, nr_heads = 12, block_size = 24, rank = 48)",vit2,192,9,0.001,256,1600,0.01,1.0,0.1,26,tiny_imagenet,true,false,1000,1,true,1294472,0.6973999738693237,0.540399968624115,1541,1483
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 80)",vit2,192,9,0.002,256,800,0.01,1.0,0.1,27,tiny_imagenet,true,false,1000,1,true,1845128,0.6718299984931946,0.5245000123977661,801,766
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.002,256,800,0.01,1.0,0.1,28,tiny_imagenet,true,false,1000,1,true,1323272,0.5757699608802795,0.47589999437332153,801,700
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 32)",vit2,192,9,0.002,256,800,0.01,1.0,0.1,29,tiny_imagenet,true,false,1000,1,true,801416,0.5433700084686279,0.46299999952316284,781,763
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 80)",vit2,192,9,0.002,256,1600,0.01,1.0,0.1,30,tiny_imagenet,true,false,1000,1,true,1845128,0.705549955368042,0.5467999577522278,1531,1502
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.002,256,1600,0.01,1.0,0.1,31,tiny_imagenet,true,false,1000,1,false,,,,,
